added_predicates,comparison_basis,dataset,file,idx,num_added_triples,num_matched_predicates,num_matched_source_triples,num_omitted_triples,num_predicted_predicates,num_source_triples,omitted_predicates,omitted_triples,position,pred,source_input,task,triple_set_id
recordIn | recordTime | creator,webnlg17_input,factual,results/ordering/factual_ordering.json,181,3,0,0,3,3,3,producer | runtime | recordedIn,Bootleg_Series_Volume_1:_The_Quine_Tapes producer The_Velvet_Underground || Bootleg_Series_Volume_1:_The_Quine_Tapes runtime 230.05 || Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn United_States,181,recordIn recordTime creator,[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  producer  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE],ordering,181
director,webnlg17_input,factual,results/ordering/factual_ordering.json,183,1,3,3,1,4,4,writer,Super_Capers writer Ray_Griggs_(director),183,birthYear director starring starring,[TRIPLE] Super_Capers  writer  Ray_Griggs_(director) [/TRIPLE] [TRIPLE] Ray_Griggs_(director)  birthYear  1974 [/TRIPLE] [TRIPLE] Super_Capers  starring  Michael_Rooker [/TRIPLE] [TRIPLE] Super_Capers  starring  Tom_Sizemore [/TRIPLE],ordering,183
,webnlg17_input,factual,results/ordering/factual_ordering.json,189,0,3,3,1,3,4,meaning,"Petah_Tikva meaning ""Opening of hope""",189,deathPlace deathPlace longName,"[TRIPLE] Liselotte_Grschebina  deathPlace  Israel [/TRIPLE] [TRIPLE] Petah_Tikva  meaning  ""Opening of hope"" [/TRIPLE] [TRIPLE] Israel  longName  ""State of Israel"" [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathPlace  Petah_Tikva [/TRIPLE]",ordering,189
,webnlg17_input,factual,results/ordering/factual_ordering.json,190,0,5,5,1,5,6,professionalField,Liselotte_Grschebina professionalField Photographer,190,nationality birthPlace birthDate deathPlace deathDate,[TRIPLE] Liselotte_Grschebina  birthPlace  Karlsruhe [/TRIPLE] [TRIPLE] Liselotte_Grschebina  birthDate  1908-05-02 [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathDate  1994-06-14 [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathPlace  Israel [/TRIPLE] [TRIPLE] Liselotte_Grschebina  nationality  Israel [/TRIPLE] [TRIPLE] Liselotte_Grschebina  professionalField  Photographer [/TRIPLE],ordering,190
genre | length,webnlg17_input,factual,results/ordering/factual_ordering.json,192,2,3,3,2,5,5,type | runtime,Expect_a_Miracle type Compilation_Album || Expect_a_Miracle runtime 54.56,192,genre genre genre length followedBy,[TRIPLE] Expect_a_Miracle  type  Compilation_Album [/TRIPLE] [TRIPLE] Expect_a_Miracle  followedBy  Afterplay_(Brian_Kelly_album) [/TRIPLE] [TRIPLE] Expect_a_Miracle  runtime  54.56 [/TRIPLE] [TRIPLE] Expect_a_Miracle  genre  Instrumental_music [/TRIPLE] [TRIPLE] Expect_a_Miracle  genre  Easy_listening [/TRIPLE],ordering,192
timerunnumber | grossedcinematography,webnlg17_input,factual,results/ordering/factual_ordering.json,197,2,2,2,3,4,5,cinematography | runtime | gross,It's_Great_to_Be_Young_(1956_film) cinematography Gilbert_Taylor || It's_Great_to_Be_Young_(1956_film) runtime 94.0 || It's_Great_to_Be_Young_(1956_film) gross 282838.0,197,starring starring timerunnumber grossedcinematography,[TRIPLE] It's_Great_to_Be_Young_(1956_film)  starring  John_Mills [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  cinematography  Gilbert_Taylor [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  runtime  94.0 [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  gross  282838.0 [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  starring  Cecil_Parker [/TRIPLE],ordering,197
author,webnlg17_input,factual,results/ordering/factual_ordering.json,204,1,0,0,1,1,1,writer,It's_Great_to_Be_Young_(1956_film) writer Ted_Willis,204,author,[TRIPLE] It's_Great_to_Be_Young_(1956_film)  writer  Ted_Willis [/TRIPLE],ordering,204
country,webnlg17_input,factual,results/ordering/factual_ordering.json,206,1,3,3,2,4,5,residence | citizenship,Darinka_Dentcheva residence United_States || Darinka_Dentcheva citizenship United_States,206,motto country residence areaOfWater,"[TRIPLE] Darinka_Dentcheva  residence  New_Jersey [/TRIPLE] [TRIPLE] New_Jersey  areaOfWater  3544040000.0 [/TRIPLE] [TRIPLE] Darinka_Dentcheva  residence  United_States [/TRIPLE] [TRIPLE] Darinka_Dentcheva  citizenship  United_States [/TRIPLE] [TRIPLE] United_States  motto  ""In God we trust"" [/TRIPLE]",ordering,206
,webnlg17_input,factual,results/ordering/factual_ordering.json,209,0,4,4,1,4,5,birthPlace,Liselotte_Grschebina birthPlace German_Empire,209,birthPlace birthDate deathPlace deathDate,[TRIPLE] Liselotte_Grschebina  birthPlace  Karlsruhe [/TRIPLE] [TRIPLE] Liselotte_Grschebina  birthDate  1908-05-02 [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathDate  1994-06-14 [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathPlace  Israel [/TRIPLE] [TRIPLE] Liselotte_Grschebina  birthPlace  German_Empire [/TRIPLE],ordering,209
,webnlg17_input,factual,results/ordering/factual_ordering.json,211,0,2,2,1,2,3,recordedIn,"Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn St._Louis,_Missouri",211,language recordedIn,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] United_States  language  English_language [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE]",ordering,211
editor | production | time,webnlg17_input,factual,results/ordering/factual_ordering.json,212,3,1,1,3,4,4,runtime | editing | producer,English_Without_Tears runtime 89.0 || English_Without_Tears editing Alan_Jaggs || English_Without_Tears producer Anatole_de_Grunwald,212,director editor production time,[TRIPLE] English_Without_Tears  runtime  89.0 [/TRIPLE] [TRIPLE] English_Without_Tears  director  Harold_French [/TRIPLE] [TRIPLE] English_Without_Tears  editing  Alan_Jaggs [/TRIPLE] [TRIPLE] English_Without_Tears  producer  Anatole_de_Grunwald [/TRIPLE],ordering,212
,webnlg17_input,factual,results/ordering/factual_ordering.json,213,0,4,4,1,4,5,professionalField,Lady_Anne_Monson professionalField Botany,213,nationality residence spouse deathDate,[TRIPLE] Lady_Anne_Monson  deathDate  1776-02-18 [/TRIPLE] [TRIPLE] Lady_Anne_Monson  nationality  Kingdom_of_England [/TRIPLE] [TRIPLE] Lady_Anne_Monson  residence  India [/TRIPLE] [TRIPLE] Lady_Anne_Monson  spouse  George_Monson [/TRIPLE] [TRIPLE] Lady_Anne_Monson  professionalField  Botany [/TRIPLE],ordering,213
production | time,webnlg17_input,factual,results/ordering/factual_ordering.json,215,2,1,1,2,3,3,runtime | producer,Death_on_a_Factory_Farm runtime 83.0 || Death_on_a_Factory_Farm producer Tom_Simon,215,editor production time,[TRIPLE] Death_on_a_Factory_Farm  editor  Geof_Bartz [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  runtime  83.0 [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  producer  Tom_Simon [/TRIPLE],ordering,215
record | production | time,webnlg17_input,factual,results/ordering/factual_ordering.json,220,3,1,1,3,4,4,artist | producer | runtime,Turn_Me_On_(album) artist The_Honeymoon_Killers_(American_band) || Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band) || Turn_Me_On_(album) runtime 35.1,220,precededBy record production time,[TRIPLE] Turn_Me_On_(album)  artist  The_Honeymoon_Killers_(American_band) [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  producer  The_Honeymoon_Killers_(American_band) [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  precededBy  Let_It_Breed [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  runtime  35.1 [/TRIPLE],ordering,220
nationality | professionField,webnlg17_input,factual,results/ordering/factual_ordering.json,221,2,3,3,2,5,5,citizenship | professionalField,Darinka_Dentcheva citizenship United_States || Darinka_Dentcheva professionalField Mathematical_optimization,221,birthDate nationality influencedBy professionField knownFor,[TRIPLE] Darinka_Dentcheva  influencedBy  Andrzej_Piotr_Ruszczyński [/TRIPLE] [TRIPLE] Darinka_Dentcheva  citizenship  United_States [/TRIPLE] [TRIPLE] Darinka_Dentcheva  birthDate  1958-01-01 [/TRIPLE] [TRIPLE] Darinka_Dentcheva  professionalField  Mathematical_optimization [/TRIPLE] [TRIPLE] Darinka_Dentcheva  knownFor  Stochastic_programming [/TRIPLE],ordering,221
,webnlg17_input,factual,results/ordering/factual_ordering.json,227,0,3,3,1,3,4,runtime,Expect_a_Miracle runtime 54.56,227,genre precededBy followedBy,[TRIPLE] Expect_a_Miracle  runtime  54.56 [/TRIPLE] [TRIPLE] Expect_a_Miracle  precededBy  Pools_of_Light_(Brian_Kelly_album) [/TRIPLE] [TRIPLE] Expect_a_Miracle  genre  Instrumental_music [/TRIPLE] [TRIPLE] Expect_a_Miracle  followedBy  Afterplay_(Brian_Kelly_album) [/TRIPLE],ordering,227
product | creator,webnlg17_input,factual,results/ordering/factual_ordering.json,229,2,0,0,2,2,2,artist | producer,Bootleg_Series_Volume_1:_The_Quine_Tapes artist The_Velvet_Underground || Bootleg_Series_Volume_1:_The_Quine_Tapes producer The_Velvet_Underground,229,product creator,[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  artist  The_Velvet_Underground [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  producer  The_Velvet_Underground [/TRIPLE],ordering,229
editor,webnlg17_input,factual,results/ordering/factual_ordering.json,231,1,3,3,1,4,4,editing,English_Without_Tears editing Alan_Jaggs,231,musicComposer director editor producer,[TRIPLE] English_Without_Tears  musicComposer  Nicholas_Brodszky [/TRIPLE] [TRIPLE] English_Without_Tears  director  Harold_French [/TRIPLE] [TRIPLE] English_Without_Tears  editing  Alan_Jaggs [/TRIPLE] [TRIPLE] English_Without_Tears  producer  Anatole_de_Grunwald [/TRIPLE],ordering,231
genre | record | length,webnlg17_input,factual,results/ordering/factual_ordering.json,234,3,2,2,4,5,6,producer | runtime | artist | type,Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist) || Expect_a_Miracle runtime 54.56 || Expect_a_Miracle artist Brian_Kelly_(composer_&_pianist) || Expect_a_Miracle type Compilation_Album,234,genre precededBy genre record length,[TRIPLE] Expect_a_Miracle  producer  Brian_Kelly_(composer_&_pianist) [/TRIPLE] [TRIPLE] Expect_a_Miracle  runtime  54.56 [/TRIPLE] [TRIPLE] Expect_a_Miracle  artist  Brian_Kelly_(composer_&_pianist) [/TRIPLE] [TRIPLE] Expect_a_Miracle  type  Compilation_Album [/TRIPLE] [TRIPLE] Expect_a_Miracle  precededBy  Pools_of_Light_(Brian_Kelly_album) [/TRIPLE] [TRIPLE] Expect_a_Miracle  genre  Instrumental_music [/TRIPLE],ordering,234
,webnlg17_input,factual,results/ordering/factual_ordering.json,237,0,6,6,1,6,7,architect,Alan_B._Miller_Hall architect Robert_A._M._Stern,237,owner address location buildingStartDate architecturalStyle currentTenants,"[TRIPLE] Alan_B._Miller_Hall  architect  Robert_A._M._Stern [/TRIPLE] [TRIPLE] Alan_B._Miller_Hall  address  ""101 Ukrop Way"" [/TRIPLE] [TRIPLE] Alan_B._Miller_Hall  buildingStartDate  ""30 March 2007"" [/TRIPLE] [TRIPLE] Alan_B._Miller_Hall  currentTenants  Mason_School_of_Business [/TRIPLE] [TRIPLE] Alan_B._Miller_Hall  location  Virginia [/TRIPLE] [TRIPLE] Alan_B._Miller_Hall  architecturalStyle  Georgian_architecture [/TRIPLE] [TRIPLE] Alan_B._Miller_Hall  owner  College_of_William_&_Mary [/TRIPLE]",ordering,237
,webnlg17_input,factual,results/ordering/factual_ordering.json,239,0,3,3,1,3,4,genre,Mermaid_(Train_song) genre Reggae,239,genre stylisticOrigin stylisticOrigin,[TRIPLE] Mermaid_(Train_song)  genre  Pop_rock [/TRIPLE] [TRIPLE] Reggae  stylisticOrigin  Ska [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  genre  Reggae [/TRIPLE] [TRIPLE] Pop_rock  stylisticOrigin  Rock_music [/TRIPLE],ordering,239
nationality,webnlg17_input,factual,results/ordering/factual_ordering.json,242,1,2,2,2,3,4,citizenship | professionalField,Darinka_Dentcheva citizenship United_States || Andrzej_Piotr_Ruszczyński professionalField Mathematical_optimization,242,influencedBy nationality motto,"[TRIPLE] Darinka_Dentcheva  citizenship  United_States [/TRIPLE] [TRIPLE] United_States  motto  ""In God we trust"" [/TRIPLE] [TRIPLE] Darinka_Dentcheva  influencedBy  Andrzej_Piotr_Ruszczyński [/TRIPLE] [TRIPLE] Andrzej_Piotr_Ruszczyński  professionalField  Mathematical_optimization [/TRIPLE]",ordering,242
city,webnlg17_input,factual,results/ordering/factual_ordering.json,243,1,6,6,1,7,7,type,Ciudad_Ayala type City,243,city elevationAboveTheSeaLevel populationMetro leaderTitle governmentType populationDensity utcOffset,"[TRIPLE] Ciudad_Ayala  populationMetro  1777539 [/TRIPLE] [TRIPLE] Ciudad_Ayala  leaderTitle  ""City Manager"" [/TRIPLE] [TRIPLE] Ciudad_Ayala  type  City [/TRIPLE] [TRIPLE] Ciudad_Ayala  populationDensity  1604.0 [/TRIPLE] [TRIPLE] Ciudad_Ayala  governmentType  Council-manager_government [/TRIPLE] [TRIPLE] Ciudad_Ayala  utcOffset  −6 [/TRIPLE] [TRIPLE] Ciudad_Ayala  elevationAboveTheSeaLevel  1147.0 [/TRIPLE]",ordering,243
,webnlg17_input,factual,results/ordering/factual_ordering.json,244,0,5,5,1,5,6,city,ENAIRE city Madrid,244,location operatingOrganisation elevationAboveTheSeaLevel runwayName runwayLength,"[TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport  operatingOrganisation  ENAIRE [/TRIPLE] [TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport  location  Alcobendas [/TRIPLE] [TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport  runwayLength  4349.0 [/TRIPLE] [TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport  runwayName  ""14R/32L"" [/TRIPLE] [TRIPLE] ENAIRE  city  Madrid [/TRIPLE] [TRIPLE] Adolfo_Suárez_Madrid–Barajas_Airport  elevationAboveTheSeaLevel  610.0 [/TRIPLE]",ordering,244
recordDate | recordIn,webnlg17_input,factual,results/ordering/factual_ordering.json,255,2,3,3,4,5,7,recordedIn | recordedIn | releaseDate | runtime,"Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn United_States || Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn St._Louis,_Missouri || Bootleg_Series_Volume_1:_The_Quine_Tapes releaseDate 2001-10-16 || Bootleg_Series_Volume_1:_The_Quine_Tapes runtime 230.05",255,precededBy recordLabel recordLabel recordDate recordIn,"[TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  United_States [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordedIn  St._Louis,_Missouri [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  precededBy  Squeeze_(The_Velvet_Underground_album) [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordLabel  Polydor_Records [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  recordLabel  Universal_Music_Group [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  releaseDate  2001-10-16 [/TRIPLE] [TRIPLE] Bootleg_Series_Volume_1:_The_Quine_Tapes  runtime  230.05 [/TRIPLE]",ordering,255
,webnlg17_input,factual,results/ordering/factual_ordering.json,259,0,2,2,1,2,3,releaseDate,Nord_(Year_of_No_Light_album) releaseDate 2006-09-06,259,genre followedBy,[TRIPLE] Nord_(Year_of_No_Light_album)  releaseDate  2006-09-06 [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  followedBy  Live_at_Roadburn_2008_(Year_of_No_Light_album) [/TRIPLE] [TRIPLE] Nord_(Year_of_No_Light_album)  genre  Sludge_metal [/TRIPLE],ordering,259
record | length,webnlg17_input,factual,results/ordering/factual_ordering.json,261,2,2,2,4,4,6,runtime | artist | producer | producer,Turn_Me_On_(album) runtime 35.1 || Turn_Me_On_(album) artist The_Honeymoon_Killers_(American_band) || Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band) || Turn_Me_On_(album) producer Wharton_Tiers,261,genre genre record length,[TRIPLE] Turn_Me_On_(album)  runtime  35.1 [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  artist  The_Honeymoon_Killers_(American_band) [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  genre  Punk_blues [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  producer  The_Honeymoon_Killers_(American_band) [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  genre  Noise_rock [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  producer  Wharton_Tiers [/TRIPLE],ordering,261
professionField,webnlg17_input,factual,results/ordering/factual_ordering.json,264,1,1,1,1,2,2,professionalField,Liselotte_Grschebina professionalField Photographer,264,birthPlace professionField,[TRIPLE] Liselotte_Grschebina  birthPlace  German_Empire [/TRIPLE] [TRIPLE] Liselotte_Grschebina  professionalField  Photographer [/TRIPLE],ordering,264
crew,webnlg17_input,factual,results/ordering/factual_ordering.json,267,1,3,3,1,4,4,mission,Alan_Shepard mission Apollo_14,267,birthPlace birthDate almaMater crew,"[TRIPLE] Alan_Shepard  birthDate  ""1923-11-18"" [/TRIPLE] [TRIPLE] Alan_Shepard  birthPlace  New_Hampshire [/TRIPLE] [TRIPLE] Alan_Shepard  almaMater  ""NWC, M.A. 1957"" [/TRIPLE] [TRIPLE] Alan_Shepard  mission  Apollo_14 [/TRIPLE]",ordering,267
author,webnlg17_input,factual,results/ordering/factual_ordering.json,271,1,0,0,1,1,1,writer,Mermaid_(Train_song) writer Stargate_(production_team),271,author,[TRIPLE] Mermaid_(Train_song)  writer  Stargate_(production_team) [/TRIPLE],ordering,271
filming | time | grosses,webnlg17_input,factual,results/ordering/factual_ordering.json,276,3,2,2,2,5,4,cinematography | gross,It's_Great_to_Be_Young_(1956_film) cinematography Gilbert_Taylor || It's_Great_to_Be_Young_(1956_film) gross 282838.0,276,director filming time runtime grosses,[TRIPLE] It's_Great_to_Be_Young_(1956_film)  cinematography  Gilbert_Taylor [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  runtime  94.0 [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  gross  282838.0 [/TRIPLE] [TRIPLE] It's_Great_to_Be_Young_(1956_film)  director  Cyril_Frankel [/TRIPLE],ordering,276
,webnlg17_input,factual,results/ordering/factual_ordering.json,279,0,3,3,1,3,4,type,Ciudad_Ayala type City,279,governmentType populationDensity utcOffset,[TRIPLE] Ciudad_Ayala  type  City [/TRIPLE] [TRIPLE] Ciudad_Ayala  populationDensity  1604.0 [/TRIPLE] [TRIPLE] Ciudad_Ayala  governmentType  Council-manager_government [/TRIPLE] [TRIPLE] Ciudad_Ayala  utcOffset  −6 [/TRIPLE],ordering,279
,webnlg17_input,factual,results/ordering/factual_ordering.json,280,0,3,3,1,3,4,runtime,Mermaid_(Train_song) runtime 3.16,280,genre precededBy followedBy,[TRIPLE] Mermaid_(Train_song)  precededBy  This'll_Be_My_Year [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  runtime  3.16 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  genre  Reggae [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  followedBy  Imagine_(John_Lennon_song) [/TRIPLE],ordering,280
,webnlg17_input,factual,results/ordering/factual_ordering.json,281,0,4,4,1,4,5,producer,Death_on_a_Factory_Farm producer Sarah_Teale,281,broadcastedBy musicComposer runtime director,[TRIPLE] Death_on_a_Factory_Farm  broadcastedBy  HBO [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  musicComposer  Jamie_Lawrence [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  runtime  83.0 [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  producer  Sarah_Teale [/TRIPLE] [TRIPLE] Death_on_a_Factory_Farm  director  Sarah_Teale [/TRIPLE],ordering,281
,webnlg17_input,factual,results/ordering/factual_ordering.json,283,0,4,4,1,4,5,deathPlace,Liselotte_Grschebina deathPlace Petah_Tikva,283,birthPlace deathPlace deathDate ethnicGroup,[TRIPLE] Liselotte_Grschebina  birthPlace  Karlsruhe [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathPlace  Israel [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathDate  1994-06-14 [/TRIPLE] [TRIPLE] Liselotte_Grschebina  deathPlace  Petah_Tikva [/TRIPLE] [TRIPLE] Israel  ethnicGroup  Arab_citizens_of_Israel [/TRIPLE],ordering,283
editor | publisher,webnlg17_input,factual,results/ordering/factual_ordering.json,286,2,0,0,3,2,3,editing | producer | writer,English_Without_Tears editing Alan_Jaggs || English_Without_Tears producer Anatole_de_Grunwald || English_Without_Tears writer Anatole_de_Grunwald,286,editor publisher,[TRIPLE] English_Without_Tears  editing  Alan_Jaggs [/TRIPLE] [TRIPLE] English_Without_Tears  producer  Anatole_de_Grunwald [/TRIPLE] [TRIPLE] English_Without_Tears  writer  Anatole_de_Grunwald [/TRIPLE],ordering,286
,webnlg17_input,factual,results/ordering/factual_ordering.json,292,0,3,3,1,3,4,citizenship,Darinka_Dentcheva citizenship United_States,292,birthDate almaMater influencedBy,[TRIPLE] Darinka_Dentcheva  influencedBy  Andrzej_Piotr_Ruszczyński [/TRIPLE] [TRIPLE] Darinka_Dentcheva  citizenship  United_States [/TRIPLE] [TRIPLE] Darinka_Dentcheva  birthDate  1958-01-01 [/TRIPLE] [TRIPLE] Darinka_Dentcheva  almaMater  Humboldt_University [/TRIPLE],ordering,292
record | length,webnlg17_input,factual,results/ordering/factual_ordering.json,295,2,2,2,3,4,5,runtime | artist | producer,Turn_Me_On_(album) runtime 35.1 || Turn_Me_On_(album) artist The_Honeymoon_Killers_(American_band) || Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band),295,genre genre record length,[TRIPLE] Turn_Me_On_(album)  runtime  35.1 [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  artist  The_Honeymoon_Killers_(American_band) [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  genre  Punk_blues [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  producer  The_Honeymoon_Killers_(American_band) [/TRIPLE] [TRIPLE] Turn_Me_On_(album)  genre  Noise_rock [/TRIPLE],ordering,295
