Source,Translation
"The United States is a country where the currency is the Aargau frank. Bionico is a course originating from the United States, with its main ingredient being Spanish fricco. Cold borscht is another dish associated with Bionico.",الولايات المتحدة هي دولة العملة فيها هي فرنك آرجاو. البيونيكو هو طبق نشأ في الولايات المتحدة، ومكونه الرئيسي هو الفريكو الإسباني. البورش البارد هو طبق آخر مرتبط بالبيونيكو.
Jorge Luis Borges was a professional figure in the field of Germ line theory.,كان خورخي لويس بورخيس شخصية مهنية في مجال نظرية الخطوط الجرثومية.
Zdeněk Fiala is the leader of the United States country where Blaise Pascal University (Clermont-II) is located.,زدينيك فيالا هو زعيم الولايات المتحدة الأمريكية حيث تقع جامعة بليز باسكال (كليرمونت الثانية)
Benoît Potier was born in Yunnan.,ولد بينوا بوتييه في يونان
"Franck Ribéry, formerly known as Bart Somers, is known for his mathematical knowledge related to the Pythagorean theorem. He received his education at Ajou University.",.فرانك ريبيري، المعروف سابقًا باسم بارت سومرز، معروف بمعارفه الرياضية المتعلقة بنظرية فيثاغورس. تلقى تعليمه في جامعة آجو
Sebastián Piñera studied mathematical optimization at the University of Tübingen.,درس سيباستيان بينيرا التحسين الرياضي في جامعة توبنغن.
Helen Aitchison produces Bommalattam.,.تنتج هيلين أيتشنسون فيلم بومالاتام
"Helmut Kohl, a German politician, is associated with the music of Poland and has collaborated with Abdoulaye Keita, a musical artist.",.يرتبط هيلموت كول، وهو سياسي ألماني، بالموسيقى البولندية وتعاون مع عبد الله كيتا، وهو فنان موسيقي
Carl Junker is an artist from Israel who creates acousmatic music. He is known to have collaborated with the musical group or artist 02:36. Carl plays the electric guitar.,كارل يونكر هو فنان من إسرائيل يُنشئ الموسيقى الأكوسماتية. ومن المعروف أنه تعاون مع الفرقة الموسيقية أو الفنان 02:36. يعزف كارل على الجيتار الكهربائي.
"The Italian television miniseries ""Within These Walls,"" which was first aired on August 25, 1987, was created by Roberto Saviano and broadcasted by ASRock. Taichang Emperor starred in the production, which was filmed at the Haus des Rundfunks in the city.",".تم إنشاء المسلسل المصغر التلفزيوني الإيطالي ""داخل هذه الجدران""، الذي تم بثه لأول مرة في 25 أغسطس 1987، بواسطة روبرتو سافيانو وتم بثه بواسطة ASRock. قام الإمبراطور تايتشانج بدور البطولة في الإنتاج، الذي تم تصويره في هاوس ديس روندفونكس في المدينة"
"The Charlottesville building at 11 Diagonal Street, currently housing the Deakin Business School, was completed in November 1923 and was designed by architect Bruce Matthews. It is known as the China Merchants Bank Building and is located in Charlottesville, with tenants from Brazil.",.اكتمل بناء شارلوتسفيل في 11 شارع دياجونال، والذي يضم حاليًا كلية ديكين للأعمال، في نوفمبر 1923، وصممه المهندس المعماري بروس ماثيوز. يُعرف باسم مبنى بنك تشاينا ميرشانتس، ويقع في شارلوتسفيل، ويضم مستأجرين من البرازيل
"The figure known as Jeoldu-san is named ""Asa Gigante"" in its native context and is located in the United States.","تُعرف الشخصية باسم جيولدوسان، ويُطلق عليها اسم ""آسا جيجانتي"" في سياقها الأصلي، وتقع في الولايات المتحدة."
Intuitive music is a subgenre of Indie pop music.,الموسيقى الحدسية هي نوع فرعي من موسيقى البوب ​​المستقلة.
"Tapio Räisänen, born on July 28, 1944, in Saint Petersburg, is known for his contribution to mathematics, specifically the Löwenheim–Skolem theorem. He studied at James Madison University. His birth name is Bruce Willis, but he is commonly known as Tapio Räisänen.",.تابيو رايسانين، المولود في 28 يوليو 1944 في سانت بطرسبرغ، معروف بمساهمته في الرياضيات، وتحديدًا مبرهنة لوفينهايم-سكويلم. درس في جامعة جيمس ماديسون. اسمه عند الولادة هو بروس ويليس، ولكنه معروف باسم تابيو رايسانين
"The film ""Love in the Time of Science"" stars Bourvil. Its gross revenue was 1249.6.",".يضم فيلم ""الحب في زمن العلم"" الممثل بورفيل. بلغ إجمالي إيراداته 1249.6"
"The Monument of Alexander III, a contributing property, was established in the year 2000 and is located in Cheyenne County, which borders Cumberland County, Pennsylvania, in the United States. The monument is of French origin.",.نصب ألكسندر الثالث، وهو ملكية مساهمة، أنشئ في عام 2000 ويقع في مقاطعة شايان، التي تحد مقاطعة كومبرلاند، بنسلفانيا، في الولايات المتحدة. والنصب ذو أصل فرنسي
"The French broadcaster CCM is responsible for airing Doctor Who, a television series starring Neil Armstrong. The last episode of Doctor Who aired on September 6, 2006, at Maison de la Radio in Strasbourg.",".تتولى هيئة الإذاعة الفرنسية CCM بث مسلسل ""دكتور هو"" التلفزيوني الذي يشارك في بطولته نيل آرمسترونغ. وقد عُرضت الحلقة الأخيرة من ""دكتور هو"" في 6 سبتمبر 2006 في ""Maison de la Radio"" في ستراسبورغ"
"The films ""The Twilight Saga: Breaking Dawn – Part 2"" was written by Kurt Georg Kiesinger and Sandro Pertini, with Sandro Pertini passing away in the year 2000. Philip the Arab directed the movie, starting his career in 1989.",فيليب العربي الذي بدأ مسيرته في عام 1989، أخرج الفيلم.
"New Scotland Yard, known from media broadcasts by CD-adapco, was created by Amund Bjørklund.",.تم إنشاء مبنى سكوتلاند يارد الجديد، المعروف من خلال البث الإعلامي من قبل سي دي أدادبكو، بواسطة أماند بيوركلوند
Tychy holds the title of leader at Djibouti Ports and Free Zones Authority.,يحمل تيشي لقب القائد في سلطة موانئ وجيبوتي والمناطق الحرة.
Maccabi Petah Tikva FC has a hypothetical postal code of Caur-2793.,.الرمز البريدي الافتراضي لنادي مكابي بتاح تكفا لكرة القدم هو Caur-2793
"SSAB, a Turkish corporation in the pharmaceuticals industry, was founded on January 3, 1892. The company, which employs over 418 billion people, is headed by an urban planner and produces dopant.",تأسست شركة إس إس إيه بي، وهي شركة تركية في صناعة الأدوية، في 3 يناير 1892. وتوظف الشركة، التي يرأسها مخطط حضري، أكثر من 418 مليار شخص، وتنتج مواد مُشوبة.
"Jack Brabham was born on November 18, 1923. In his youth, he was a member of Lewisham Borough FC, whose ground is located at Parc Olympique Lyonnais.",ولد جاك برابهام في 18 نوفمبر 1923. خلال شبابه، كان عضوا في نادي ليوزيسم بورو لكرة القدم، والذي يقع مقره في بارك أولمبيك ليون.
"Kelzang Gyatso was born on June 14, 1994, in Shandong, and is a national of Israel.",ولد كيلزانغ غياتسو في 14 يونيو 1994 في شاندونغ، وهو مواطن إسرائيلي.
"The term ""Zdebel"" is not a recognized demonym for the United States. A demonym is a word used to describe the inhabitants of a particular place. For example, the demonym for the United States is ""American.""",".مصطلح ""زديبيل"" ليس اسمًا شائعًا لسكان الولايات المتحدة. الاسم الشائع لسكان الولايات المتحدة هو ""أمريكي""."
